ITEM_ID,TITLE,PRICE,DOMAIN_ID,BRAND
MLB1834533689,Smart Tv Multilaser 43 Led Full Hd Hdmi Usb Wi-fi Tl027,1888.99,MLB-TELEVISIONS,Multilaser
MLB3508806872,Smart Tv Aiwa Aws-tv-32-bl-02-a Ips Android 11 Hd 32  110v/220v,1199.0,MLB-TELEVISIONS,Aiwa
MLB2893224376,Smart Tv North Tech Sms Series Nt-32sms Led Android Tv Hd 32  100v/240v,1024.0,MLB-TELEVISIONS,North Tech
MLB3390362433,Smart Tv 55 Polegadas Uhd 4k 55cu7700 Samsung ,2999.0,MLB-TELEVISIONS,Samsung
MLB3473867450,"Receptor Elsys Satmax 5 Com Sinal Digital, Analógico Preto 100v/240v",195.0,MLB-AUDIO_AND_VIDEO_CONVERTERS,Elsys
MLB2789875133,Smart Tv Philips 7000 Series 70pug7406/78 Led Android 10 4k 70  110v/240v,4355.01,MLB-TELEVISIONS,Philips
MLB3091244613,Smart Tv Philips 65pug7906/78 Led Android 10 4k Uhd 65  110v/240v,3780.41,MLB-TELEVISIONS,Philips
MLB3102396651,Smart Tv Samsung Un85bu8000gxzd Led Tizen 4k 85  100v/240v,8878.48,MLB-TELEVISIONS,Samsung
MLB3102308647,Smart Tv LG Ai Thinq 50uq8050psb Lcd Webos 22 4k 50  100v/240v,3246.84,MLB-TELEVISIONS,LG
MLB3840630566,Smart Tv 50'' Crystal Uhd 4k 50cu8000 2023 Preta Samsung,3945.69,MLB-TELEVISIONS,Samsung
MLB3757952488,Tv Portátil Lelong Le-775 Hd 14  100v/240v,560.0,MLB-TELEVISIONS,Lelong
MLB2783694650,Smart Tv Led LG 55 Uhd 4k Thinq Ai  Hdmi  Usb 55uq801c,2489.0,MLB-TELEVISIONS,LG
MLB2839712044,Smart Tv 43'' Android Dolby Aws-tv-43-bl-02-a Aiwa Bivolt,3528.16,MLB-TELEVISIONS,Aiwa
MLB3087437529,Tv Multilaser Tl051 Dled Hd 39  110v/220v,1258.9,MLB-TELEVISIONS,Multilaser
MLB2071762172, Tv  Portátil  Tomate Monitor Led Bateria Bi  Volt 110 220w ,597.88,MLB-TELEVISIONS,Tomate
MLB3172061603,Smart Tv Samsung Led 43  Full Hd Wi-fi Tizen Hdr 43t5300,1829.0,MLB-TELEVISIONS,Samsung
MLB1827037290,Tv Portátil Tomate Mtm-707 Led Hd 7  100v/240v,799.0,MLB-TELEVISIONS,Tomate
MLB3148880285,Smart Tv Samsung Crystal Uhd Un65bu8000gxzd Led Tizen 4k 65  100v/240v,4829.0,MLB-TELEVISIONS,Samsung
MLB2660567040,Tv Portátil Tomate Monitor 14´´ Digital Bateria Hdtv/dtv/isd,635.0,MLB-TELEVISIONS,Tomate
MLB3859595668,Smart Tv 65'' Uhd 4k 65cu7700 Preto Bivolt Samsung,4257.33,MLB-TELEVISIONS,Samsung
MLB1968840348,Smart Tv 32'' Led Hd Android Hdr Wifi S615 Tcl Bivolt,1180.13,MLB-TELEVISIONS,TCL
MLB3705303722,Smart Tv LG 24tq520s 24  Led Hd Wi-fi Hdmi Preto,969.0,MLB-TELEVISIONS,LG
MLB3712558788,Smart Tv Tcl C635 Series 50c635 Qled Google Tv 4k 50  100v/240v,2626.55,MLB-TELEVISIONS,TCL
MLB3239570405,Smart Tv Toshiba 32v35kb Dled Vidaa Hd 32  100v/240v,1099.0,MLB-TELEVISIONS,Toshiba
MLB3838865984,Smart Tv Ptv43g7er2cpbl 43  4k Led Roku Philco Bivolt,1699.0,MLB-TELEVISIONS,Philco
MLB2783665089,Smart Tv Led LG 55 Uhd 4k Thinq Ai  Hdmi  Usb 55uq801c,2454.0,MLB-TELEVISIONS,LG
MLB2983824731,Smart Tv Samsung The Frame Qn43ls03bagxzd Qled Tizen 4k 43  100v/240v,3549.0,MLB-TELEVISIONS,Samsung
MLB2151928365,Kit Barra De Led Un40d5000 Un40d6000 Un40d5500 Un40d5003,1990.0,MLB-TV_REPLACEMENT_BACKLIGHT_LED_STRIPS,D5000
MLB3319843533,Mini Tv Digital Monitor Portátil 9 Polegadas Led Hd Usb Av,390.0,MLB-TELEVISIONS,Lelong
MLB2977791477,Smart Tv Samsung Lh65beahvggxzd Led 4k 65  110v/220v,3739.0,MLB-TELEVISIONS,Samsung
MLB2777580478,Smart Tv LG Led 50 4k Ultra Hd Thinq Wifi 50uq801c0sb,2425.0,MLB-TELEVISIONS,LG
MLB3653152370,Smart Tv Samsung Un55au8000gxzd Led Tizen 4k 55  100v/240v,2999.9,MLB-TELEVISIONS,Samsung
MLB2880393007,"Tv Multilaser Dled 24'' Hd, Hdmi, Usb Preta - Tl037",629.9,MLB-TELEVISIONS,Multilaser
MLB3112006957,Smart Tv Aoc Series 6125 50u6125/78g Dled Roku Os 4k 50  110v/240v,2299.58,MLB-TELEVISIONS,AOC
MLB3390165407,Smart Tv 55 Polegadas Crystal Uhd 4k 55cu8000 2023 Samsung  ,3199.0,MLB-TELEVISIONS,Samsung
MLB3866669748,Smart Tv Samsung Qn65q60cagxzd Qled 4k 65  100v/240v,5049.0,MLB-TELEVISIONS,Samsung
MLB2662992742,Monitor Tv Portátil Tomate 9 Polegadas Digital Usb 1.600mah,556.0,MLB-TELEVISIONS,Tomate
MLB2986669578,Smart Tv Aiwa Aws-tv-55-bl-01-a Led Android Tv 4k 55  110v/220v,2799.0,MLB-TELEVISIONS,Aiwa
MLB2770943973,Tv D-led 32 Philco Ptv32t10ed Hd Conversor Digital Integrado,772.6,MLB-TELEVISIONS,Philco
MLB3004005595,Smart Tv Samsung Un50bu8000gxzd Led Tizen 4k 50  100v/240v,4430.0,MLB-TELEVISIONS,Samsung
MLB2895190113,Smart Tv LG 43'' Led 4k Wifi Bluetooth Hdr Thinqai 43uq751c0,1829.0,MLB-TELEVISIONS,LG
MLB1832643477,Smart Tv Led 43  Full Hd LG 43lm Pro 3 Hdmi 2 Usb Thinq Al,2549.0,MLB-TELEVISIONS,LG
MLB3286104252,Smart Tv Tcl C635 Series 55c635 Qled Google Tv 4k 55  100v/240v,4289.0,MLB-TELEVISIONS,TCL
MLB3811972068,"Smart Tv Aiwa 32 Android, Hd, Comando De Voz, Dolby Áudio, ",1187.9,MLB-TELEVISIONS,Aiwa
MLB3866649718,Smart Tv Samsung Un43cu8000gxzd Crystal Uhd Tizen 4k 43  100v/240v,2399.0,MLB-TELEVISIONS,Samsung
MLB1947260145,Smart Tv Samsung 55 Led Crystal Ultra Hd 4k Wi-fi Usb,2669.27,MLB-TELEVISIONS,Samsung
MLB2860500765,Smart Tv Android Led 43  Fhd Tcl 43s615 2 Hdmi 1 Usb Wi-fi,2399.0,MLB-TELEVISIONS,TCL
MLB3360259287,Smart Tv Samsung Series 6 Qn65q60bagxzd Qled Tizen 4k 65  100v/240v,4799.9,MLB-TELEVISIONS,Samsung
MLB1699205847,Smart Tv Samsung 32 Hd Wi-fi Hdmi Usb Lh32betblggxzd,1144.7,MLB-TELEVISIONS,Samsung
MLB3284799122,Smart Tv Philips 6800 Series 32phg6825/78 Led Saphi Hd 32  110v/240v,1496.79,MLB-TELEVISIONS,Philips
MLB3390408123,Roku Express 3930 Padrão Hd 32mb Preto Com 512mb De Memória Ram,199.0,MLB-STREAMING_MEDIA_DEVICES,3930
MLB1571679744,Smart Tv 43'' Samsung T5300 Full Hd Tizen Hdmi Usb ,1849.0,MLB-TELEVISIONS,Samsung
MLB3488650740,Smart Tv Philips 55pug7906/78 Led Android 10 4k 55  110v/240v,3246.84,MLB-TELEVISIONS,Philips
MLB2977530211,Smart Tv Samsung Neo Qled 4k Qn43qn90bagczb Qled Tizen 4k 43 ,3849.0,MLB-TELEVISIONS,Samsung
MLB3343388557,Smart Gaming Tv 50'' Neo Qled 4k 50qn90c 2023 Samsung Bivolt,4220.0,MLB-TELEVISIONS,Samsung
MLB2179701105,Tela 24 Polegadas Hd Com Função Smart E Wifi Integrado Tl040,988.9,MLB-TELEVISIONS,Multilaser
MLB3111536773,Tv Dled 24 Polegadas Ptv24n19d Hd Philco,662.1,MLB-TELEVISIONS,Philco
MLB3299464571,Smart Tv LG Ai Thinq 55uq7950psb Lcd Webos 22 4k 55  100v/240v,3599.0,MLB-TELEVISIONS,LG
MLB2661456108,Smart Tv LG Ai Thinq 55nano80spa Led Webos 6.0 4k 55  100v/240v,4113.99,MLB-TELEVISIONS,LG
MLB3370011193,Smart Tv Philco Ptv40g7er2cpblf 40 Led Fhd Wi-fi Hdmi Roku,1574.03,MLB-TELEVISIONS,Philco
MLB3856589192,Smart Tv Philco 50'' Ptv50g70r2cbbl Roku 4k Dolby Hdr10 Led,2079.04,MLB-TELEVISIONS,Philco
MLB3287582591,Smart Tv 50  Hq 4k 3 Hdmi 2 Usb Wi-fi Design Slim,2999.0,MLB-TELEVISIONS,HQ
MLB3576560892,Smart Tv Philco 40 Ptv40g7er2cpblf Roku Hdmi Led Dolby Audio,1543.97,MLB-TELEVISIONS,Philco
MLB2787704751,Smart Tv Samsung 55 Led 4k Uhd 110v/220v Lh55beahvggxzd,3149.0,MLB-TELEVISIONS,Samsung
MLB1832638439,Smart Tv Led 43  Full Hd LG 43lm Pro 3 Hdmi 2 Usb Thinq Al,2317.33,MLB-TELEVISIONS,LG
MLB1699205846,Smart Tv Samsung 32 Hd Wi-fi Hdmi Usb Lh32betblggxzd,1198.0,MLB-TELEVISIONS,Samsung
MLB3057306034,Smart Tv Semp 50rk8500 Led Roku Os 4k 50  127v/220v,2098.0,MLB-TELEVISIONS,Semp
MLB3237993386,Smart Tv Philips 7900 Series 50pug7907/78 Led Android 10 4k 50  110v/240v,2702.96,MLB-TELEVISIONS,Philips
MLB2051407683,Smart Tv Led 60 Polegadas 60au7700 Uhd 4k Bluetooth Samsung,3314.7,MLB-TELEVISIONS,Samsung
MLB3722780656,Smart Tv Dled 50 4k Toshiba 50c350l Vidaa Hdmi Wi-fi Tb012m,2680.0,MLB-TELEVISIONS,Toshiba
MLB2901751134,Smart Tv Philco Ptv32g70rch Led Hd 32'' Roku Hdmi Usb Wi-fi,1109.99,MLB-TELEVISIONS,Philco
MLB3396013647,Smart Tv 75'' Uhd 4k 75cu7700 Preto Bivolt Samsung,6423.69,MLB-TELEVISIONS,Samsung
MLB2981537224,Google Tv Led 65 Tcl P735 4k Uhd Hdr Dolby Vision,3784.64,MLB-TELEVISIONS,TCL
MLB3106961490,Kit Barra De Led Ph28n91 Ph28n91d Ph28n91dsgw Ph28n91dsgwa,59.99,MLB-TV_REPLACEMENT_BACKLIGHT_LED_STRIPS,SV leds
MLB3817559750,Smart Tv Aoc 5135 Series 32s5135/78g Dled Roku Os Hd 32  ,1135.0,MLB-TELEVISIONS,AOC
MLB2810034300,Tv Hq Hqtv24 Led Hd 24  110v/220v,985.12,MLB-TELEVISIONS,HQ
MLB2689038547,Tela 39 Polegadas Hd Multilaser - Tl028,1258.9,MLB-TELEVISIONS,Multilaser
MLB1940802327,Smart Tv Led 50 Uhd 4k Samsung Lh50beahvggxzd 3 Hdmi 1usb,2608.33,MLB-TELEVISIONS,Samsung
MLB3320837765,Smart Tv Samsung Qn55q80aagxzd Qled Tizen 4k 55  100v/240v,3389.0,MLB-TELEVISIONS,Samsung
MLB3390589621,Smart Tv 70 Polegadas Crystal Uhd 4k 70cu8000 2023 Samsung,5199.0,MLB-TELEVISIONS,Samsung
MLB3770400658,Smart Tv Samsung Gaming Qn43qn90cagxzd Neo Qled Tizen 4k 43  100v/240v,4221.85,MLB-TELEVISIONS,Samsung
MLB2806767949,Tv LG 32lt330hbsb Led Hd 32 ,1169.0,MLB-TELEVISIONS,LG
MLB2131557178,Tv Portátil Tomate Mtm-707 Led Hd 7  100v/240v,500.0,MLB-TELEVISIONS,Tomate
MLB3104411587,Tv Philco 24'' Ptv24n19d Led Hdmi Bivolt C/ Receptor Digital,819.0,MLB-TELEVISIONS,Philco
MLB1858909696,Smart Tv Multilaser Tl020 Dled Linux Hd 32  100v/240v,1219.0,MLB-TELEVISIONS,Multilaser
MLB3373303651,Smart Tv LG Ai Thinq 86nano75spa Lcd Webos 6.0 4k 86  100v/240v,9447.8,MLB-TELEVISIONS,LG
MLB2179628315,Tela 24 Polegadas Hd Com Função Smart E Wifi Integrado Tl040,1099.0,MLB-TELEVISIONS,Multilaser
MLB3390337022,Samsung Smart Tv Qled 4k 70q65c 2023 Tela Sem Limites 70 ,5599.0,MLB-TELEVISIONS,Samsung
MLB3364133649,Tv Hq Hqtv32 Led Hd 32  110v/220v,1187.01,MLB-TELEVISIONS,HQ
MLB2183305790,Tv Portátil Tomate Mtm-909 Led Hd 9  110v/220v,615.92,MLB-TELEVISIONS,Tomate
MLB3521864676,Tv Philco Ptv24g50dch Led Linux Hd 24  110v/220v,1026.0,MLB-TELEVISIONS,Philco
MLB3039907769,Samsung Smart Tv 50'' Qled The Frame 2022 50ls03b,3999.0,MLB-TELEVISIONS,Samsung
MLB1991205299,Tv Multilaser 24 Led Hd Hdmi Usb Av Dnr Tl037,669.33,MLB-TELEVISIONS,Multilaser
MLB2777580094,Smart Tv 50  4k Uhd LG Pro 50uq801c0sb Modo Hotel,2489.0,MLB-TELEVISIONS,LG
MLB1354431298,Kit 2 Antena Tv  Digital Hdtv Hd Interna Externa Cabo 4mt,57.85,MLB-TV_ANTENNAS,deir artigos
MLB3112622788,Tv 14 Polegadas Digital Monitor Segunda Tela Notebook Pc,579.9,MLB-TELEVISIONS,Tomate
MLB2660726830,Smart Tv Led 32 Hd Philco Roku Ptv32g70rch 2 Hdmi 1 Usb Wifi,1199.0,MLB-TELEVISIONS,Philco
MLB3398843729,Smart Tv Led 50  Uhd 4k LG 50ur871c0sa Thinq Ai 3 Hdmi 2 Usb,3189.0,MLB-TELEVISIONS,LG
MLB3386760605,Smart Tv 32'' Ptv32g7pr2csblh Roku Led Philco Bivolt,1399.0,MLB-TELEVISIONS,Philco
MLB3279602701,Smart Tv Aoc Series S5195 39s5195/78g Dled Roku Os Hd 39  110v/240v,2500.0,MLB-TELEVISIONS,AOC
MLB3349350138,Smart Tv Led 32  Samsung Lh32betblggxzd,1149.0,MLB-TELEVISIONS,Samsung
MLB2978900236,Smart Tv Samsung Qled 4k 85q70a Design Slim Modo Game Processador Ia Som Em Movimento Virtual 85 ,12999.0,MLB-TELEVISIONS,Samsung
MLB3396093419,Samsung Smart Tv 75'' Qled 4k Q70c 75q70c 2023,10050.0,MLB-TELEVISIONS,Samsung
MLB3298446869,Smart Tv D-led Philco Ptv24g50sn 24  Hd Hdmi Usb Preta,951.26,MLB-TELEVISIONS,Philco
MLB3360599655,Smart Tv Tcl P735 Series 75p735 Lcd Google Tv 4k 75  100v/240v,6699.0,MLB-TELEVISIONS,TCL
MLB3756501572,Smart Tv Konka Led 50  Google Assistant E Android Kdg50,1899.0,MLB-TELEVISIONS,Konka
MLB3109810937,Tv Portátil Tomate Mtm-909 Led Hd 9 Polegadas 110v/220v,499.0,MLB-TELEVISIONS,Tomate
MLB1940802321,Smart Tv Led 50 Uhd 4k Samsung Lh50beahvggxzd 3 Hdmi 1usb,2689.0,MLB-TELEVISIONS,Samsung
MLB3849824016,Tv Monitor Multilaser 24' Dled Hd E Dnr Hdmi Tl037 110v/220v,749.9,MLB-TELEVISIONS,Multilaser
MLB2072458344,Tv Portátil Tomate Mtm-909 Led Hd 9  110v 220v Home Office,553.41,MLB-TELEVISIONS,Tomate
MLB713972090,Tv Digital / Monitor Led 9  Colorido Cftv Modelo Mtm-909,670.0,MLB-TELEVISIONS,Tomate
MLB2778658860,Tv P/caminhão Digital 14 Polegadas Led Hd Hdmi 12v Bateria,677.0,MLB-TELEVISIONS,Tomate
